listing_id,listing_url,neighborhood,room_type,property_type,capacity_guests,superhost,review_count,star_rating,host_id,host_inscope_listings,lat,lng,dist_to_boundary_m,nearest_other_neighborhood,boundary_uncertain_any_150m,boundary_uncertain_material,rate_2night_total_2026-09-15_17_usd,rate_2night_total_2026-09-25_27_usd,rate_2night_total_2026-12-11_13_usd,checked_date,checker,delisted_by,live_as_of
1080575754393875575,https://www.airbnb.com/rooms/1080575754393875575,Bloomfield,Entire home/apt,Entire rental unit,2,true,55,4.98,368974531,4,40.4609,-79.95014,361,,no,no,295,,379,2026-08-25,claude-draft,,2026-08-31
1743656122773264425,https://www.airbnb.com/rooms/1743656122773264425,Lower Lawrenceville,Entire home/apt,Entire rental unit,4,true,0,,7556262,39,40.4643,-79.9644,450,,no,no,,,,2026-08-25,claude-draft,,2026-08-31
947089317624134816,https://www.airbnb.com/rooms/947089317624134816,Central Lawrenceville,Entire home/apt,Entire home,5,false,4,5,42927609,1,40.47808,-79.9441,29,Stanton Heights,yes,yes,605,,657,2026-08-25,claude-draft,,2026-08-31
1168389721730988784,https://www.airbnb.com/rooms/1168389721730988784,Bloomfield,Entire home/apt,Entire rental unit,4,false,87,4.61,184411796,4,40.4646,-79.9468,100,Central Lawrenceville,yes,yes,,,,2026-08-25,claude-draft,,2026-08-31
1014551348680281535,https://www.airbnb.com/rooms/1014551348680281535,Central Lawrenceville,Entire home/apt,Entire home,13,false,110,4.73,538071490,1,40.4741,-79.9593,474,,no,no,,,,2026-08-25,claude-draft,,2026-08-31
16147036,https://www.airbnb.com/rooms/16147036,Bloomfield,Entire home/apt,Entire rental unit,3,true,397,4.91,46454770,1,40.46511,-79.95388,84,Central Lawrenceville,yes,yes,,,297,2026-08-25,claude-draft,,2026-08-31
1533676820752105295,https://www.airbnb.com/rooms/1533676820752105295,Upper Lawrenceville,Entire home/apt,Entire rental unit,2,true,64,4.72,724047118,4,40.47828,-79.9548,43,Central Lawrenceville,yes,no,283,,,2026-08-25,claude-draft,,2026-08-31
795640797834242284,https://www.airbnb.com/rooms/795640797834242284,Lower Lawrenceville,Entire home/apt,Entire rental unit,4,true,186,4.72,21189422,4,40.4642,-79.9624,351,,no,no,388,,,2026-08-25,claude-draft,,2026-08-31
1390818289557942344,https://www.airbnb.com/rooms/1390818289557942344,Upper Lawrenceville,Entire home/apt,Entire home,6,true,19,5,101622109,1,40.47941,-79.95477,140,Central Lawrenceville,yes,no,685,,,2026-08-25,claude-draft,,2026-08-31
700239948878070892,https://www.airbnb.com/rooms/700239948878070892,Bloomfield,Entire home/apt,Entire home,4,true,54,4.81,360910112,1,40.46198,-79.95306,91,Lower Lawrenceville,yes,yes,396,,,2026-08-25,claude-draft,,2026-08-31
1170250312246167067,https://www.airbnb.com/rooms/1170250312246167067,Upper Lawrenceville,Entire home/apt,Entire home,4,true,57,4.89,110876844,1,40.48027,-79.95132,292,,no,no,371,,,2026-08-25,claude-draft,,2026-08-31
31219838,https://www.airbnb.com/rooms/31219838,Central Lawrenceville,Entire home/apt,Entire rental unit,4,true,352,4.75,71130078,11,40.46657,-79.95282,54,Bloomfield,yes,yes,273,730,,2026-08-25,claude-draft,,2026-08-31
913607872009331725,https://www.airbnb.com/rooms/913607872009331725,Bloomfield,Entire home/apt,Entire loft,3,true,87,4.84,368974531,4,40.46137,-79.94984,357,,no,no,295,,379,2026-08-25,claude-draft,,2026-08-31
970169292216413358,https://www.airbnb.com/rooms/970169292216413358,Bloomfield,Entire home/apt,Entire rental unit,4,true,105,4.93,368974531,4,40.46268,-79.94394,266,,no,no,344,,,2026-08-25,claude-draft,,2026-08-31
1643015747404985428,https://www.airbnb.com/rooms/1643015747404985428,Central Lawrenceville,Entire home/apt,Entire home,6,false,0,,2993632,1,40.4695,-79.9603,183,,no,no,,,,2026-08-25,claude-draft,,2026-08-31
1084029336714817921,https://www.airbnb.com/rooms/1084029336714817921,Bloomfield,Entire home/apt,Entire home,6,false,26,4.81,428279346,1,40.45973,-79.94593,511,,no,no,,,,2026-08-25,claude-draft,,2026-08-31
35677653,https://www.airbnb.com/rooms/35677653,Bloomfield,Entire home/apt,Entire rental unit,4,true,272,4.92,60146260,7,40.4614,-79.9406,354,,no,no,210,,386,2026-08-25,claude-draft,,2026-08-31
1429845895576618568,https://www.airbnb.com/rooms/1429845895576618568,Bloomfield,Entire home/apt,Entire rental unit,4,true,22,4.73,368974531,4,40.46344,-79.94491,198,,no,no,331,,,2026-08-25,claude-draft,,2026-08-31
52418197,https://www.airbnb.com/rooms/52418197,Bloomfield,Entire home/apt,Entire rental unit,4,true,149,4.67,177691474,12,40.45899,-79.95243,153,,no,no,,,,2026-08-25,claude-draft,,2026-08-31
1552895518820394044,https://www.airbnb.com/rooms/1552895518820394044,Central Lawrenceville,Hotel room,Room in hotel,4,false,3,5,699580639,8,40.46951,-79.96281,29,Lower Lawrenceville,yes,no,357,,417,2026-08-25,claude-draft,,2026-08-31
1258962797228281208,https://www.airbnb.com/rooms/1258962797228281208,Upper Lawrenceville,Entire home/apt,Entire rental unit,2,true,42,4.71,42691212,3,40.4778,-79.9503,15,Central Lawrenceville,yes,no,383,,,2026-08-25,claude-draft,,2026-08-31
12761549,https://www.airbnb.com/rooms/12761549,Central Lawrenceville,Private room,Private room in townhouse,2,true,285,4.93,4019400,2,40.47373,-79.9595,477,,no,no,210,,210,2026-08-25,claude-draft,,2026-08-31
31218687,https://www.airbnb.com/rooms/31218687,Central Lawrenceville,Entire home/apt,Entire rental unit,2,true,340,4.8,71130078,11,40.46643,-79.95212,29,Bloomfield,yes,yes,273,730,,2026-08-25,claude-draft,,2026-08-31
37445798,https://www.airbnb.com/rooms/37445798,Bloomfield,Entire home/apt,Entire rental unit,4,false,168,4.59,184411796,4,40.4654,-79.9489,45,Central Lawrenceville,yes,yes,197,,,2026-08-25,claude-draft,,2026-08-31
1487932019478182506,https://www.airbnb.com/rooms/1487932019478182506,Upper Lawrenceville,Entire home/apt,Entire rental unit,4,true,34,4.85,498891342,2,40.47746,-79.95415,11,Central Lawrenceville,yes,no,,,,2026-08-25,claude-draft,,2026-08-31
1329256583405520091,https://www.airbnb.com/rooms/1329256583405520091,Upper Lawrenceville,Entire home/apt,Entire rental unit,2,true,143,4.81,671523765,5,40.47926,-79.95512,108,Central Lawrenceville,yes,no,,,,2026-08-25,claude-draft,,2026-08-31
44313981,https://www.airbnb.com/rooms/44313981,Lower Lawrenceville,Entire home/apt,Entire rental unit,2,true,86,4.94,826886,1,40.4669,-79.965,304,,no,no,,,,2026-08-25,claude-draft,,2026-08-31
733540999564181976,https://www.airbnb.com/rooms/733540999564181976,Central Lawrenceville,Entire home/apt,Entire home,7,false,8,5,24264539,3,40.47028,-79.95883,333,,no,no,1379,2084,,2026-08-25,claude-draft,,2026-08-31
1480863205576190133,https://www.airbnb.com/rooms/1480863205576190133,Lower Lawrenceville,Entire home/apt,Entire home,5,true,13,4.69,207846670,1,40.4621,-79.9612,191,,no,no,540,,620,2026-08-25,claude-draft,,2026-08-31
553463477741044878,https://www.airbnb.com/rooms/553463477741044878,Bloomfield,Entire home/apt,Entire loft,2,false,59,4.93,9472198,2,40.46003,-79.94875,376,,no,no,,,,2026-08-25,claude-draft,,2026-08-31
1751585089180003970,https://www.airbnb.com/rooms/1751585089180003970,Upper Lawrenceville,Entire home/apt,Entire rental unit,2,false,0,,1751584905525208238,1,40.48,-79.9554,151,,no,no,320,,500,2026-08-25,claude-draft,,2026-08-31
989732951032238721,https://www.airbnb.com/rooms/989732951032238721,Bloomfield,Entire home/apt,Entire home,12,true,48,4.85,34193890,1,40.46549,-79.94745,14,Central Lawrenceville,yes,yes,,,,2026-08-25,claude-draft,,2026-08-31
801641830877849078,https://www.airbnb.com/rooms/801641830877849078,Lower Lawrenceville,Entire home/apt,Entire home,4,true,12,5,21337157,2,40.46339,-79.95848,84,Bloomfield,yes,yes,,,,2026-08-25,claude-draft,,2026-08-31
937960302672943493,https://www.airbnb.com/rooms/937960302672943493,Lower Lawrenceville,Entire home/apt,Entire home,5,true,10,4.9,21337157,2,40.46291,-79.95765,27,Bloomfield,yes,yes,,,,2026-08-25,claude-draft,,2026-08-31
1065301385626861282,https://www.airbnb.com/rooms/1065301385626861282,Upper Lawrenceville,Entire home/apt,Entire home,6,false,31,4.81,24770814,2,40.48076,-79.94845,105,Stanton Heights,yes,yes,,,,2026-08-25,claude-draft,,2026-08-31
797239736755723493,https://www.airbnb.com/rooms/797239736755723493,Upper Lawrenceville,Entire home/apt,Entire rental unit,2,false,104,4.63,494351206,1,40.48003,-79.94958,172,,no,no,394,,,2026-08-25,claude-draft,,2026-08-31
1276238793516818479,https://www.airbnb.com/rooms/1276238793516818479,Bloomfield,Entire home/apt,Entire rental unit,5,false,14,4.79,658824846,1,40.46432,-79.94871,160,,no,no,,,,2026-08-25,claude-draft,,2026-08-31
1330813217875514609,https://www.airbnb.com/rooms/1330813217875514609,Central Lawrenceville,Entire home/apt,Entire rental unit,2,true,129,4.8,671523765,5,40.47713,-79.9555,91,Upper Lawrenceville,yes,no,,,,2026-08-25,claude-draft,,2026-08-31
888967883887226606,https://www.airbnb.com/rooms/888967883887226606,Bloomfield,Entire home/apt,Entire rental unit,2,false,80,4.74,428789671,2,40.46344,-79.94092,141,Garfield,yes,yes,156,,174,2026-08-25,claude-draft,,2026-08-31
31221118,https://www.airbnb.com/rooms/31221118,Bloomfield,Entire home/apt,Entire rental unit,4,true,379,4.69,71130078,11,40.46443,-79.95098,182,,no,no,273,730,,2026-08-25,claude-draft,,2026-08-31
1674829942583527134,https://www.airbnb.com/rooms/1674829942583527134,Central Lawrenceville,Entire home/apt,Entire townhouse,6,true,0,,4019400,2,40.47307,-79.9596,499,,no,no,,,,2026-08-25,claude-draft,,2026-08-31
31220366,https://www.airbnb.com/rooms/31220366,Bloomfield,Entire home/apt,Entire rental unit,2,true,285,4.69,71130078,11,40.46442,-79.95128,187,,no,no,273,730,,2026-08-25,claude-draft,,2026-08-31
1382047725549889855,https://www.airbnb.com/rooms/1382047725549889855,Central Lawrenceville,Entire home/apt,Entire home,4,true,11,5,92667786,1,40.47905,-79.95764,56,Upper Lawrenceville,yes,no,,,360,2026-08-25,claude-draft,,2026-08-31
1253867171126175999,https://www.airbnb.com/rooms/1253867171126175999,Upper Lawrenceville,Entire home/apt,Entire home,8,true,32,4.34,428541200,2,40.47881,-79.94841,63,Stanton Heights,yes,yes,660,1000,603,2026-08-25,claude-draft,,2026-08-31
52965328,https://www.airbnb.com/rooms/52965328,Bloomfield,Entire home/apt,Entire rental unit,2,false,175,4.78,428789671,2,40.4631,-79.9405,172,,no,no,193,,210,2026-08-25,claude-draft,,2026-08-31
1258233048103795654,https://www.airbnb.com/rooms/1258233048103795654,Bloomfield,Private room,Private room in home,2,true,133,4.95,64738489,8,40.46082,-79.94095,375,,no,no,181,,115,2026-08-25,claude-draft,,2026-08-31
1436339044059995529,https://www.airbnb.com/rooms/1436339044059995529,Upper Lawrenceville,Entire home/apt,Entire rental unit,4,true,25,4.84,498891342,2,40.47948,-79.95493,137,Central Lawrenceville,yes,no,,,,2026-08-25,claude-draft,,2026-08-31
1734045977355146417,https://www.airbnb.com/rooms/1734045977355146417,Central Lawrenceville,Entire home/apt,Entire rental unit,3,false,2,4.5,184411796,4,40.46644,-79.94971,56,Bloomfield,yes,yes,,,,2026-08-25,claude-draft,,2026-08-31
49505723,https://www.airbnb.com/rooms/49505723,Bloomfield,Entire home/apt,Entire rental unit,2,false,69,4.71,80836315,4,40.4606,-79.93969,265,,no,no,,,,2026-08-25,claude-draft,,2026-08-31
1258296104620928251,https://www.airbnb.com/rooms/1258296104620928251,Bloomfield,Private room,Private room in home,2,true,72,4.96,64738489,8,40.46165,-79.9412,340,,no,no,182,335,131,2026-08-25,claude-draft,,2026-08-31
31220792,https://www.airbnb.com/rooms/31220792,Bloomfield,Entire home/apt,Entire rental unit,2,true,340,4.84,71130078,11,40.465,-79.95153,128,Central Lawrenceville,yes,yes,273,730,,2026-08-25,claude-draft,,2026-08-31
784753633977218524,https://www.airbnb.com/rooms/784753633977218524,Bloomfield,Entire home/apt,Entire rental unit,4,false,56,4.52,184411796,4,40.4646,-79.9468,100,Central Lawrenceville,yes,yes,,,,2026-08-25,claude-draft,,2026-08-31
1619221240671740401,https://www.airbnb.com/rooms/1619221240671740401,Central Lawrenceville,Entire home/apt,Entire home,10,false,11,4.55,228864058,3,40.4706,-79.961,223,,no,no,422,,469,2026-08-25,claude-draft,,2026-08-31
